part_id,feature_id,feature_type,face,datum,x,y,diameter_or_width,depth,through,hardware_dependency,status,recipe,notes
WOOD-CRADLECROSSMEMBER1-R1,CF-0082,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,520.000 x 60.000 x 18.000,t or laminated 2*t,true,,DEFINED_PARAMETRIC,detail_structure_v25:CradleCrossmember1V18,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
WOOD-CRADLECROSSMEMBER1-R1,CF-0083,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,WOOD-CRADLECROSSMEMBER1-R1; playfield local XY; front arrow,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
WOOD-CRADLECROSSMEMBER2-R1,CF-0084,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,520.000 x 60.000 x 18.000,t or laminated 2*t,true,,DEFINED_PARAMETRIC,detail_structure_v25:CradleCrossmember2V18,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
WOOD-CRADLECROSSMEMBER2-R1,CF-0085,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,WOOD-CRADLECROSSMEMBER2-R1; playfield local XY; front arrow,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
WOOD-CRADLECROSSMEMBER3-R1,CF-0086,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,520.000 x 60.000 x 18.000,t or laminated 2*t,true,,DEFINED_PARAMETRIC,detail_structure_v25:CradleCrossmember3V18,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
WOOD-CRADLECROSSMEMBER3-R1,CF-0087,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,WOOD-CRADLECROSSMEMBER3-R1; playfield local XY; front arrow,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
WOOD-CRADLEPIVOTDOUBLERLEFT-R1,CF-0088,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,36.000 x 160.000 x 80.000,t or laminated 2*t,true,,DEFINED_PARAMETRIC,detail_structure_v25:CradlePivotDoublerLeftV18,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
WOOD-CRADLEPIVOTDOUBLERLEFT-R1,CF-0089,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,WOOD-CRADLEPIVOTDOUBLERLEFT-R1; playfield local axes; rear arrow,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
WOOD-CRADLEPIVOTDOUBLERLEFT-R1,CF-0090,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-009,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
WOOD-CRADLEPIVOTDOUBLERRIGHT-R1,CF-0091,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,36.000 x 160.000 x 80.000,t or laminated 2*t,true,,DEFINED_PARAMETRIC,detail_structure_v25:CradlePivotDoublerRightV18,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
WOOD-CRADLEPIVOTDOUBLERRIGHT-R1,CF-0092,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,WOOD-CRADLEPIVOTDOUBLERRIGHT-R1; playfield local axes; rear arrow,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
WOOD-CRADLEPIVOTDOUBLERRIGHT-R1,CF-0093,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-009,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
WOOD-CRADLEREARBEAM-R1,CF-0094,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,448.000 x 36.000 x 70.000,t or laminated 2*t,true,,DEFINED_PARAMETRIC,detail_structure_v25:CradleRearBeamV18,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
WOOD-CRADLEREARBEAM-R1,CF-0095,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,WOOD-CRADLEREARBEAM-R1; playfield local axes; rear arrow,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
WOOD-CRADLEREARBEAM-R1,CF-0096,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-009,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PF-LANDING-PROP-LEFT-R3,CF-0097,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,18.000 x 207.875 x 118.080,t or laminated 2*t,true,,DEFINED_PARAMETRIC,detail_structure_v25:ClosedSupportDoublerLeftV19,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
PF-LANDING-PROP-LEFT-R3,CF-0098,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,PF-LANDING-PROP-LEFT-R3; YZ; inside face,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
PF-LANDING-PROP-LEFT-R3,CF-0099,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-010,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PF-LANDING-PROP-LEFT-R3,CF-0100,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-012,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PF-LANDING-PROP-RIGHT-R3,CF-0101,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,18.000 x 207.875 x 118.080,t or laminated 2*t,true,,DEFINED_PARAMETRIC,detail_structure_v25:ClosedSupportDoublerRightV19,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
PF-LANDING-PROP-RIGHT-R3,CF-0102,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,PF-LANDING-PROP-RIGHT-R3; YZ; inside face,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
PF-LANDING-PROP-RIGHT-R3,CF-0103,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-010,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PF-LANDING-PROP-RIGHT-R3,CF-0104,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-012,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
CAB-PC-REAR-DOOR-002-R1,CF-0105,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,364.000 x 15.000 x 264.000,t_door,true,,DEFINED_PARAMETRIC,detail_structure_v25:RearCPUServiceDoorClosedV24,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
CAB-PC-REAR-DOOR-002-R1,CF-0106,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,CAB-PC-REAR-DOOR-002-R1; XZ; rear view left hinge; up arrow,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
CAB-PC-REAR-DOOR-002-R1,CF-0107,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-015,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
CAB-PC-REAR-DOOR-002-R1,CF-0108,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-016,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PC-REAR-SHELF-002-R1,CF-0109,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,285.000 x 460.000 x 18.000,t or laminated 2*t,true,,DEFINED_PARAMETRIC,detail_structure_v25:RearCPUShelfStowedV24,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
PC-REAR-SHELF-002-R1,CF-0110,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,PC-REAR-SHELF-002-R1; XY; case up; rear arrow,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
PC-REAR-SHELF-002-R1,CF-0111,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-013,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PC-REAR-SHELF-002-R1,CF-0112,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-014,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PC-REAR-SHELF-002-R1,CF-0113,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-026,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PC-SUPPORT-LEFT-R2,CF-0114,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,18.000 x 465.000 x 135.500,t or laminated 2*t,true,,DEFINED_PARAMETRIC,detail_structure_v25:RearCPUSupportRailLeftV24,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
PC-SUPPORT-LEFT-R2,CF-0115,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,PC-SUPPORT-LEFT-R2; YZ; rear arrow,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
PC-SUPPORT-LEFT-R2,CF-0116,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-013,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PC-SUPPORT-LEFT-R2,CF-0117,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-026,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PC-SUPPORT-LEFT-R2,CF-0118,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-028,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PC-SUPPORT-RIGHT-R2,CF-0119,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,18.000 x 465.000 x 135.500,t or laminated 2*t,true,,DEFINED_PARAMETRIC,detail_structure_v25:RearCPUSupportRailRightV24,"Exact contour is saved detail solid, not bounding rectangle. Preview dimensions only; stock/tool/fit gate HF-001/002. Laminated 2*t records require two identified plies at nesting."
PC-SUPPORT-RIGHT-R2,CF-0120,ENGRAVING,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,safe_interior_label_zone.x,safe_interior_label_zone.y,,shop_confirmed_shallow_mark,false,,DEFINED_PARAMETRIC,PC-SUPPORT-RIGHT-R2; YZ; rear arrow,Place clear of pockets/hardware zones at CAM; no final marking coordinates until nested orientation is fixed
PC-SUPPORT-RIGHT-R2,CF-0121,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-013,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PC-SUPPORT-RIGHT-R2,CF-0122,THROUGH_HOLE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-026,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
PC-SUPPORT-RIGHT-R2,CF-0123,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,,false,HF-028,BLOCKED_MEASURE_HARDWARE,,"Pattern group, not one physical hole. Coordinates/diameter/depth intentionally blank. No builder transfer drilling. See measurement pack."
CAB-SIDE-001L-R1,CF-0124,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[0],"Global removed-volume bounds 12.000,18.000,0.000,18.000,0.000,400.050; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001L-R1,CF-0125,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[1],"Global removed-volume bounds 12.000,18.000,1290.100,1308.100,0.000,596.900; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001L-R1,CF-0126,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[2],"Global removed-volume bounds 12.000,18.000,18.000,1290.100,18.000,36.000; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001L-R1,CF-0127,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[3],"Global removed-volume bounds 12.000,18.000,260.000,278.000,36.000,116.000; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001L-R1,CF-0128,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[4],"Global removed-volume bounds 12.000,18.000,650.000,668.000,36.000,116.000; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001L-R1,CF-0129,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[5],"Global removed-volume bounds 12.000,18.000,1040.000,1058.000,36.000,116.000; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001R-R1,CF-0130,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[6],"Global removed-volume bounds 582.000,588.000,0.000,18.000,0.000,400.050; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001R-R1,CF-0131,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[7],"Global removed-volume bounds 582.000,588.000,1290.100,1308.100,0.000,596.900; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001R-R1,CF-0132,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[8],"Global removed-volume bounds 582.000,588.000,18.000,1290.100,18.000,36.000; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001R-R1,CF-0133,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[9],"Global removed-volume bounds 582.000,588.000,260.000,278.000,36.000,116.000; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001R-R1,CF-0134,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[10],"Global removed-volume bounds 582.000,588.000,650.000,668.000,36.000,116.000; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001R-R1,CF-0135,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[11],"Global removed-volume bounds 582.000,588.000,1040.000,1058.000,36.000,116.000; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-FRONT-001-R1,CF-0136,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[12],"Global removed-volume bounds 12.000,588.000,12.000,18.000,18.000,36.000; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-REAR-001-R3,CF-0137,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[13],"Global removed-volume bounds 12.000,588.000,1290.100,1296.100,18.000,36.000; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-REAR-SHELF-001-R1,CF-0138,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[14],"Global removed-volume bounds 12.000,588.000,1296.100,1308.100,578.900,596.900; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001L-R1,CF-0139,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[15],"Global removed-volume bounds 12.000,18.000,1127.125,1290.100,578.900,596.900; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-SIDE-001R-R1,CF-0140,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[16],"Global removed-volume bounds 582.000,588.000,1127.125,1290.100,578.900,596.900; no hardware coordinates; zero-clearance review, tool relief pending"
CAB-REAR-001-R3,CF-0141,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[17],"Global removed-volume bounds 12.000,588.000,1290.100,1296.100,578.900,596.900; no hardware coordinates; zero-clearance review, tool relief pending"
BB-FLOOR-001-R1,CF-0142,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[18],"Global removed-volume bounds -90.000,-78.000,1054.100,1308.100,596.900,614.900; no hardware coordinates; zero-clearance review, tool relief pending"
BB-FLOOR-001-R1,CF-0143,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[19],"Global removed-volume bounds 678.000,690.000,1054.100,1308.100,596.900,614.900; no hardware coordinates; zero-clearance review, tool relief pending"
BB-SIDE-001L-R1,CF-0144,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[20],"Global removed-volume bounds -78.000,-72.000,1054.100,1308.100,596.900,614.900; no hardware coordinates; zero-clearance review, tool relief pending"
BB-SIDE-001R-R1,CF-0145,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[21],"Global removed-volume bounds 672.000,678.000,1054.100,1308.100,596.900,614.900; no hardware coordinates; zero-clearance review, tool relief pending"
BB-TOP-001-R1,CF-0146,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[22],"Global removed-volume bounds -90.000,-78.000,1054.100,1308.100,1302.800,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-TOP-001-R1,CF-0147,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[23],"Global removed-volume bounds 678.000,690.000,1054.100,1308.100,1302.800,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-SIDE-001L-R1,CF-0148,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[24],"Global removed-volume bounds -78.000,-72.000,1054.100,1308.100,1302.800,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-SIDE-001R-R1,CF-0149,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[25],"Global removed-volume bounds 672.000,678.000,1054.100,1308.100,1302.800,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-REAR-FRAME-L-R1,CF-0150,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[26],"Global removed-volume bounds -79.000,40.000,1290.100,1302.100,596.900,615.900; no hardware coordinates; zero-clearance review, tool relief pending"
BB-FLOOR-001-R1,CF-0151,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[27],"Global removed-volume bounds -78.000,40.000,1302.100,1308.100,596.900,614.900; no hardware coordinates; zero-clearance review, tool relief pending"
BB-REAR-FRAME-L-R1,CF-0152,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[28],"Global removed-volume bounds -79.000,40.000,1290.100,1302.100,1301.800,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-TOP-001-R1,CF-0153,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[29],"Global removed-volume bounds -78.000,40.000,1302.100,1308.100,1302.800,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-REAR-FRAME-L-R1,CF-0154,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[30],"Global removed-volume bounds -90.000,-71.000,1290.100,1302.100,596.900,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-SIDE-001L-R1,CF-0155,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[31],"Global removed-volume bounds -90.000,-72.000,1302.100,1308.100,596.900,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-REAR-FRAME-R-R1,CF-0156,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[32],"Global removed-volume bounds 560.000,679.000,1290.100,1302.100,596.900,615.900; no hardware coordinates; zero-clearance review, tool relief pending"
BB-FLOOR-001-R1,CF-0157,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[33],"Global removed-volume bounds 560.000,678.000,1302.100,1308.100,596.900,614.900; no hardware coordinates; zero-clearance review, tool relief pending"
BB-REAR-FRAME-R-R1,CF-0158,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[34],"Global removed-volume bounds 560.000,679.000,1290.100,1302.100,1301.800,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
